2017-01-01 11.54 16.35
2017-02-01 20.59 8.82
2017-03-01 17.98 8.99
2017-04-01 10.99 12.09
2017-05-01 13.27 12.39
2017-06-01 21.18 11.76
2017-07-01 15.38 12.09
2017-08-01 18.97 7.76
2017-09-01 13.13 12.12
2017-10-01 14.68 16.51
2017-11-01 14.81 12.04
2017-12-01 24.21 11.58
